empathy	distress	essay	emotion	gender	education	race	age	income	personality_conscientiousness	personality_openess	personality_extraversion	personality_agreeableness	personality_stability	iri_perspective_taking	iri_personal_distress	iri_fantasy	iri_empathatic_concern	fear	sadness	disgust	surprise	anger	neutral	hope	joy	essay_word_count	essay_id	fear_count	anger_count	anticipation_count	trust_count	surprise_count	positive_count	negative_count	sadness_count	disgust_count	joy_count	hope_count	empathy_count	distress_count	empathy_level	distress_level	prompt_bio	prompt_emp	prompt_emo	conversation_id	article_id	speaker_id	speaker_number	split	prompt	emotion_dataset
5.833333333333333	5.5	I just read an article about the contamination of the Doce river in Brazil. Are there no lengths that man won't go to in order to voice his contempt for nature? An entire river has been rendered fruitless because of man's greed and irresponsibility. Whole livelihoods have been cut short and a once rich and vibrant place has been bathed in the sludge of industry. Why aren't we responding to this kind of thing in an organized fashion?	anger	1.0	4.0	1.0	29.0	39000.0	6.0	6.5	1.0	6.0	5.5	5.0	2.286	3.286	4.143	0	0	0	0	1	0	0	0	78	1609	0.0588235294117647	0.1176470588235294	0.0	0.0588235294117647	0.0	0.1176470588235294	0.2941176470588235	0.0588235294117647	0.2352941176470588	0.0588235294117647	0.0	2.347382403109132	2.2540883009187267	low	low	An essay written by a 29.0 years old white male, went to college, with an income of 39000.0$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: disgust.							1
4.0	5.5	Here's an article about crazed person who murdered two unfortunate women overseas. Life is crazy. I can't imagine what the families are going through. Having to go to or being forced into sex work is bad enough, but for it to end like this is just sad. It feels like there's no place safe in this world to be a woman sometimes.	sadness	1.0	5.0	1.0	28.0	62000.0	4.0	6.0	3.5	5.5	4.0	3.714	2.4290000000000003	3.286	3.286	0	1	0	0	0	0	0	0	62	35	0.1739130434782608	0.1304347826086956	0.0434782608695652	0.0869565217391304	0.0	0.0869565217391304	0.217391304347826	0.1304347826086956	0.0434782608695652	0.0869565217391304	0.0	2.672181514426452	2.7553927804180525	low	medium	An essay written by a 28.0 years old white male, with a two year associate degree, with an income of 62000.0$.	The essay expresses low empathy and medium distress levels.	 The top emotions expressed in the essay are: fear.							0
1.0	1.0	Well, this certainly is rich and pathetic. The Muslims and their terrorist mouthpiece Council on American-Islamic Relations are all whiny that someone tried to do to them what they have been doing to everyone else all over the world. Never hear a word out of them when they're blowing up cars and shooting up innocent people in the streets do you?	anger	1.0	5.0	1.0	54.0	16000.0	1.0	7.0	1.5	1.5	2.0	2.857	2.857	4.2860000000000005	1.0	0	0	0	0	1	0	0	0	61	906	0.125	0.125	0.0	0.125	0.0625	0.125	0.1875	0.125	0.125	0.0	0.0	2.740354033804919	2.7474570485912877	medium	medium	An essay written by a 54.0 years old white male, with a two year associate degree, with an income of 16000.0$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay are: anger, sadness, disgust.							1
6.167000000000001	6.0	The research team from Australia’s University of Queensland said the Earth has lost nearly 1.3 million square miles of wilderness. They’ve defined wilderness as an area with no human development. Dr. James Watson of the University of Queensland in Australia said globally important wilderness areas are completely ignored in environmental policy, and much has been paid to the loss of species. Without any policies to protect them, they are “falling victim to widespread development,” he added. Dr. Watson also revealed that humanity has one to two decades to turn things around. To date, the world has a total of 30.1 million km2, or around 20 percent of the world’s land area, that remain as wilderness, with the majority being located in countries in North America, North Asia, Australia and Nort	neutral	1.0	6.0	3.0	30.0	35000.0	4.0	3.0	3.5	4.5	4.0	3.429	3.571	3.429	2.571	0	0	0	0	0	1	0	0	130	648	0.1578947368421052	0.0526315789473684	0.1052631578947368	0.131578947368421	0.0	0.1842105263157894	0.1052631578947368	0.2105263157894736	0.0	0.0526315789473684	0.0	2.7576904942460643	2.5433314487504117	low	low	An essay written by a 30.0 years old black or african american male, with a four year bachelor's degree, with an income of 35000.0$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: sadness.							0
4.166666666666667	4.0	I feel bad for the animals in the zoo they should not be allowed to keep animals like that when people are starving in the streets I also see how we are to blame for the starvation with our sanctions we are basically the big bully in the world telling people to do what we want or else we will cut you off	anger/disgust	1.0	4.0	5.0	33.0	36000.0	4.25	4.25	4.5	4.25	3.75	2.714	2.857	3.286	2.9285	0	0	1	0	1	0	0	0	63	2399	0.2	0.2	0.0	0.0	0.0	0.0	0.3333333333333333	0.1333333333333333	0.1333333333333333	0.0	0.0	3.1378219697258083	3.14225624741432	low	low	An essay written by a 33 years old asian/pacific islander male, went to college, with an income of 36000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: anger.	38.0	58.0	33.0	2.0	train	"I feel bad for the animals in the zoo they should not be allowed to keep animals like that when people are starving in the streets I also see how we are to blame for the starvation with our sanctions we are basically the big bully in the world telling people to do what we want or else we will cut you off""An essay written by a 33 years old asian/pacific islander male, with some college but no degree, with an income of 36000$. The essay not expresses empathy and medium distress level. Top emotions expressed by the writer are: negative."""	1
4.0	4.25	We need more oil and more jobs where do these people have time to go and protest do they work or not I mean I have no time to go protest it is crazy to me that these people can stop the construction of a wonderful pipeline to bring more oil to us I love oil and I love when it is cheap and affordable	anger/joy	1.0	4.0	5.0	33.0	36000.0	4.25	4.25	4.5	4.25	3.75	2.714	2.857	3.286	2.9285	0	0	0	0	1	0	0	1	65	2184	0.0666666666666666	0.0666666666666666	0.1333333333333333	0.0666666666666666	0.0666666666666666	0.2	0.1333333333333333	0.0666666666666666	0.0	0.2	0.0	3.056664494509364	2.959172696846854	medium	medium	An essay written by a 33.0 years old asian/pacific islander male, went to college, with an income of 36000.0$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay are: joy.							1
5.832999999999999	5.75	This is so disturbing. It says that they are killing chickens that are still awake during it. It's like they like torturing them. Why can't we be like Europe? In Europe they have rules on how this is supposed to be done. No we just let companies do whatever they like. How hard it is to kill something and make sure it's not awake while doing so?	disgust	2.0	4.0	1.0	32.0	25000.0	4.5	5.5	1.5	3.5	2.0	4.428999999999999	4.0	3.286	4.428999999999999	0	0	1	0	0	0	0	0	67	328	0.2857142857142857	0.1428571428571428	0.0	0.0	0.0	0.0	0.2857142857142857	0.2857142857142857	0.0	0.0	0.0	2.5881911118692504	2.5639300823280493	medium	low	An essay written by a 32.0 years old white female, went to college, with an income of 25000.0$.	The essay expresses medium empathy and low distress levels.	 The top emotions expressed in the essay are: sadness.							0
4.833	4.75	"The poultry industry has been hiding such a horrific secret by killing chickens while still conscious.  This inhuman way of slaughter shows a demanding conclusion.  We need to reduce the amount of chickens being slaughtered in a whole and a full stop to ""conscious chicken killings"".  The extent of chickens being exposed to such a stunned death is a result of lack of regulation in the chicken industry.  Animal groups need to lobby and face congress on this for the welfare of chickens and any other animals facing the same process of killing. I blame the U.S Department of Agriculture for even allowing this type of murder to have ever started.  I trust prominent animal groups have already started major campaigns against this type of animal slaughter."	anger	2.0	7.0	3.0	50.0	80000.0	7.0	7.0	5.0	6.5	7.0	4.2860000000000005	1.286	2.714	3.714	0	0	0	0	1	0	0	0	127	1524	0.1935483870967742	0.1451612903225806	0.032258064516129	0.0483870967741935	0.0806451612903225	0.032258064516129	0.2096774193548387	0.1290322580645161	0.1290322580645161	0.0	0.0	2.773730154073193	2.995107706762397	low	low	An essay written by a 50.0 years old black or african american female, postgradute or with a professional degree, with an income of 80000.0$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: fear.							1
3.0	1.875	I hate the conflict that is happening here. I feel for the three soldiers that died and their families. I guess I'm too much of a pacifist but I really wish that people could realize that this level of conflict is a waste of resources and lives. However, I also know that this isn't how the world works.	anger	2.0	6.0	1.0	23.0	22000.0	2.5	5.0	3.5	6.0	6.5	4.571000000000001	2.857	1.857	3.429	0	0	0	0	1	0	0	0	58	629	0.1428571428571428	0.1428571428571428	0.0	0.0952380952380952	0.0476190476190476	0.0952380952380952	0.1904761904761904	0.1428571428571428	0.0952380952380952	0.0476190476190476	0.0	2.700030298539899	2.6034647798489114	low	low	An essay written by a 23.0 years old white female, with a four year bachelor's degree, with an income of 22000.0$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: anger, sadness.							1
6.332999999999999	6.75	I blame this on the neo-liberal policies of Barack Obama. He made a lot of hope and change promises and delivered nothing. After 8 years peoples lives haven't gotten better. Having a choice between Donald Trump and Hillary Clinton is ridiculous. The mainstream media carries a lot of this blame as well for not informing the public about issues and only reporting sensationalism garbage.	anger	1.0	4.0	1.0	45.0	27000.0	6.0	6.0	6.0	6.5	6.0	4.0	1.143	2.714	4.857	0	0	0	0	1	0	0	0	64	922	0.05	0.15	0.1	0.05	0.05	0.15	0.2	0.0	0.2	0.05	0.1	2.36864405388021	2.2407378945108745	low	low	An essay written by a 45.0 years old white male, went to college, with an income of 27000.0$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: disgust.							1
3.0	2.125	Better go stock up on coconut products.  It seems coconuts are in danger due to some bacteria wiping out coconut trees in the Caribbean.  Many fear it will spread to other coconut producing countries.  The techno people are trying to breed some kind of cure. They are using gene banks to come up with a solution but costs are prohibitive. There’s an International Coconut Genetic Resources Network or COGENT that’s getting some funding but even it’s in trouble financially.  They are looking for coconut product users and big companies to help out.  Have a heart, save the coconut trees!	neutral	1.0	7.0	1.0	57.0	142000.0	5.5	6.0	5.5	7.0	6.5	3.714	1.714	3.857	4.571000000000001	0	0	0	0	0	1	0	0	99	776	0.1666666666666666	0.0555555555555555	0.0	0.1111111111111111	0.0	0.2222222222222222	0.1666666666666666	0.1111111111111111	0.0555555555555555	0.1111111111111111	0.0	2.8635246358590134	2.581285578362117	medium	low	An essay written by a 57.0 years old white male, postgradute or with a professional degree, with an income of 142000.0$.	The essay expresses medium empathy and low distress levels.	 The top emotions expressed in the essay are: fear.							0
6.167000000000001	4.0	so theres this push to remove your money from banks involved in the pipeline screwing over the souix . Im thinking about it. kick the banks that are kicking the native americans seems like a good way to make a point. all the understand is the bottom line, and the pipeline company will lose their backers if they begin to lose too mkuch money	anger	2.0	2.0	1.0	51.0	50000.0	3.5	3.5	2.5	5.5	1.5	3.286	3.714	4.0	4.714	0	0	0	0	1	0	0	0	64	721	0.0789473684210526	0.1842105263157894	0.0789473684210526	0.0789473684210526	0.131578947368421	0.0789473684210526	0.131578947368421	0.1052631578947368	0.0526315789473684	0.0789473684210526	0.0588235294117647	3.018335963239157	2.820532366884942	low	low	An essay written by a 51.0 years old white female, with a high school diploma, with an income of 50000.0$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: anger.							1
5.667000000000001	4.5	I totally support these protesters. We've had trouble with oil pipelines here in Michigan. I feel like these pipelines are foisted on local communities without any care for whether it is good for the community and without adequate studies as to how safe they are from leaks and pollution. There are more important things in life than money and oil.	disgust	2.0	6.0	1.0	31.0	32000.0	6.0	3.5	4.5	6.0	5.5	4.428999999999999	3.429	4.571000000000001	4.571000000000001	0	0	1	0	0	0	0	0	60	18	0.0	0.0526315789473684	0.1052631578947368	0.2105263157894736	0.1052631578947368	0.2631578947368421	0.0526315789473684	0.0	0.0526315789473684	0.1578947368421052	0.0769230769230769	3.0261279038995057	2.739867333382548	medium	low	An essay written by a 31.0 years old white female, with a four year bachelor's degree, with an income of 32000.0$.	The essay expresses medium empathy and low distress levels.	 The top emotions expressed in the essay are: joy.							0
5.0	4.25	Hearing about the violence going on over politics in the country is really sad and upsetting. It's easy to take for granted how we live and how lucky we are that we don't have to worry about people killing us on a daily basis. Our government is also democratic which means people have a voice. This isn't the case in some areas/	sadness	2.0	6.0	1.0	25.0	75000.0	7.0	7.0	4.5	6.5	6.5	4.143	2.4290000000000003	3.571	4.428999999999999	0	1	0	0	0	0	0	0	62	12	0.217391304347826	0.1304347826086956	0.0869565217391304	0.0	0.0434782608695652	0.0869565217391304	0.217391304347826	0.1739130434782608	0.0	0.0434782608695652	0.0	3.10114435361038	2.8504721777245967	medium	low	An essay written by a 25.0 years old white female, with a four year bachelor's degree, with an income of 75000.0$.	The essay expresses medium empathy and low distress levels.	 The top emotions expressed in the essay are: fear, sadness.							0
2.167	6.625	"I don't know what more it's gonna take for meat eaters to finally get it through their heads that we consume way too much meat. If someone says ""plant based"" anywhere near them they seem to automatically reject it. Agriculture is the main contributor to the destruction of the earth. It's not like people are preaching everyone go vegan, but drastically reducing your intake of meat would help the planet by a huge margin. For whatever reason, they just can't seem to rationalize that simple sentiment."	anger	2.0	4.0	2.0	20.0	75000.0	7.0	7.0	4.0	5.5	7.0	5.0	1.143	3.857	4.2860000000000005	0	0	0	0	1	0	0	0	86	1247	0.0555555555555555	0.1111111111111111	0.0555555555555555	0.1111111111111111	0.0555555555555555	0.2222222222222222	0.1666666666666666	0.1111111111111111	0.0555555555555555	0.0555555555555555	0.0769230769230769	2.811240596946402	2.7490721564784564	medium	low	An essay written by a 20.0 years old hispanic or latino female, went to college, with an income of 75000.0$.	The essay expresses medium empathy and low distress levels.	 The top emotions expressed in the essay are: anger, sadness.							1
2.0	2.25	I am so tired of hearing about this stuff, it's so fake. Trump is just a fake conservative, the same way that all of the liberals are fake liberals. Trump is far from a KKK icon, he's actually a Jew and a huge supporter of Zionism/Israel- this should make him a huge enemy of the KKK but instead it's all fake, orchestrated BS to keep us totally distracted from what's really up.	anger	2.0	3.0	1.0	21.0	21000.0	3.5	4.0	4.5	4.0	3.5	3.571	4.0	3.571	2.714	0	0	0	0	1	0	0	0	72	1399	0.125	0.125	0.0	0.0625	0.0	0.0625	0.5	0.0	0.0625	0.0625	0.0	2.479196444801524	2.394792239846013	low	low	An essay written by a 21.0 years old white female, went to a technical/vocational school, with an income of 21000.0$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: anger.							1
2.833	5.375	I read a very disturbing article about a recent study on depression resulting from birth control drugs.  The study was performed by the University of Copenhagen and has confirmed a link between hormonal contraceptives and depression. The study was extensive and performed over a decade. The incident of depression was magnified over 28% when taking the combination pill, and even went as high as 78% in the teenage population! Alternatives to the pill which are longer-acting such as the ring and implant were even higher scoring in depression. One outstanding take-away for me in this article is the fact that women are only fertile about six days per month as opposed to men who are basically fertile every day, and yet the birth control burden falls on women. Hopefully men will share that soon.	anger	2.0	5.0	1.0	61.0	16000.0	7.0	6.5	3.5	6.5	6.5	3.714	1.429	2.857	3.714	0	0	0	0	1	0	0	0	134	610	0.0697674418604651	0.0232558139534883	0.0697674418604651	0.1627906976744186	0.0232558139534883	0.3255813953488372	0.1395348837209302	0.0930232558139534	0.0	0.0930232558139534	0.0	2.996345194378589	2.8483621426384267	low	low	An essay written by a 61.0 years old white female, with a two year associate degree, with an income of 16000.0$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: sadness, joy.							1
5.0	5.375	I saw this news item about a shooting in North Philly. Is this near where you live? Damn, I am so sick of gun violence. Will it ever end? Every day, it seems to be something new. Here in Detroit, we see it all the time and I know you're in a similar situation in Philadelphia. The article doesn't give any details about the victims or anything like that. It almost dehumanizes people, don't you think? I mean, these victims were somebody's relatives. Hopefully more details will come out in future articles. The news media cares more about being the first to report a story instead of sticking around to find out the details. I know I am rambling here. But all this gun violence is too much.	surprise	2.0	6.0	1.0	49.0	15000.0	5.5	5.5	4.0	6.0	2.5	4.143	3.429	3.714	4.571000000000001	0	0	0	1	0	0	0	0	128	525	0.2272727272727272	0.2272727272727272	0.0454545454545454	0.0	0.0	0.0	0.3181818181818182	0.1363636363636363	0.0454545454545454	0.0	0.0	2.4815766002332627	2.4450120350946447	low	low	An essay written by a 49.0 years old white female, with a four year bachelor's degree, with an income of 15000.0$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: anger.							0
5.0	3.375	So apparently there is an infamous retired nba star who is going around and pieing influential political figures haha. At first I thought it was a typo, and it was suppose to be die, but it indeed was talking about someone taking a coconut pie, and slamming it into the face of people. The act seems pretty innocent to me, and is almost sad that he is going to have to face some jail time along with the beating from the security. Obviously, you cant go around doing this, but it is tough not to laugh.	sadness	1.0	6.0	6.0	23.0	55000.0	6.5	6.5	6.5	6.5	6.5	4.0	1.857	3.571	3.429	0	1	0	0	0	0	0	0	96	403	0.1212121212121212	0.0606060606060606	0.1212121212121212	0.1212121212121212	0.0303030303030303	0.1515151515151515	0.1515151515151515	0.1212121212121212	0.0303030303030303	0.0909090909090909	0.125	2.8230728267538168	2.7308606763124144	low	low	An essay written by a 23.0 years old male, with a four year bachelor's degree, with an income of 55000.0$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: hope.							0
3.5	5.25	It's sad these days how often police are being attacked for just being police.  Mental health is such a problem, we need to find better ways to help people so they don't get to the point of harming others.  Whenever I hear about an officer being hurt I think of your husband.  We are very lucky men like him are choosing to spend their lives to protect us.  I hope we can get help to more people so I can stop worrying if there is someone out there waiting for him.	sadness	2.0	7.0	1.0	35.0	80000.0	7.0	5.5	3.5	7.0	5.5	4.0	1.857	3.857	3.857	0	1	0	0	0	0	0	0	91	385	0.1785714285714285	0.0357142857142857	0.0714285714285714	0.1428571428571428	0.0714285714285714	0.2142857142857142	0.1071428571428571	0.1071428571428571	0.0	0.0714285714285714	0.0555555555555555	3.095331120296331	3.03383262802833	medium	medium	An essay written by a 35.0 years old white female, postgradute or with a professional degree, with an income of 80000.0$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay are: fear.							0
